Chain,Landscape,[11],[12],[13],[14],[22],[23],[24],[33],[34],[44],[1],[1][1],[1][2],[1][3],[1][4],[2],[2][1],[2][2],[2][3],[2][4],[3],[3][1],[3][2],[3][3],[3][4],[4],[4][1],[4][2],[4][3],[4][4]
3ibl_A,132,0.006188990700000201,0.005361220400000033,0.0050482414500000045,0.004959150599999956,0.00592400505000017,0.005120445799999981,0.005117464949999991,0.005745424350000158,0.005229849700000057,0.005706495350000161,0.0,-0.0030944953500066565,-0.20346147887499585,-0.7206882846250242,-0.6652387953750173,0.0,0.19810025847501436,-0.002962002525003835,-0.5564782510249833,-0.5107474197749996,0.0,0.715640043175005,0.5513578052249909,-0.0028727121750094647,0.011235194374993587,0.0,0.6602796447749982,0.5056299548249961,-0.016465044074996504,-0.0028532476749971235
3ibn_A,133,0.006122300100000164,0.005416072100000042,0.005107691800000026,0.0049391665499999415,0.005906510550000189,0.0052108763500000235,0.005135005899999989,0.005746772450000156,0.005161695200000087,0.005683074800000122,0.0,-0.003061150049989279,-0.4587290561250005,-0.8285724049750078,-0.7448284190500097,0.0,0.4533129840249998,-0.00295325527499699,-0.4648817468250152,-0.342503334650006,0.0,0.8234647131750013,0.4596708704749973,-0.002873386225009832,0.05329203180000121,0.0,0.7398892524999868,0.3373683287500005,-0.058453726999993884,-0.0028415374000013423
3ibu_A,134,0.006373434950000215,0.005534076300000089,0.005067050649999949,0.0050587034999999515,0.005922098150000167,0.005159012200000029,0.005102632299999966,0.005732991150000154,0.00535407245000002,0.005657390000000102,0.0,-0.0031867174750009144,-0.19007376377499902,-0.7112949596250047,-0.6542980664499978,0.0,0.18453968747500235,-0.002961049075005231,-0.5517798126249935,-0.5356159403499954,0.0,0.7062279089750023,0.5466208004250054,-0.002866495574997726,-0.017264843900000902,0.0,0.6492393629499923,0.5305133080500063,0.01191077145000674,-0.002828694999996415
3ic6_A,135,0.005762297150000143,0.004724047000000046,0.004217463700000126,0.00409586495000008,0.0055984546000000975,0.004548392800000078,0.004295069950000057,0.005314725200000104,0.004499953950000053,0.005115485950000052,0.0,-0.002881148575002453,-0.4527112560999878,-0.26235484739999354,-0.2204892201749987,0.0,0.4479872090999977,-0.0027992272999953372,0.21424321229999846,0.186792324725006,0.0,0.2581373836999925,-0.21879160510000423,-0.0026573626000010197,0.0079858090249986,0.0,0.2163933552249954,-0.19108739467500357,-0.012485762975005527,-0.0025577429750048434
3ief_A,136,0.006026594600000176,0.005206797900000119,0.005265157150000055,0.0051633449500000355,0.0058051341000001505,0.005136756850000152,0.005055502450000148,0.005601851550000138,0.005332075850000113,0.005585291950000108,0.0,-0.00301329730000048,-0.15000549155001391,-0.29830728357501024,-0.2105286419250114,0.0,0.1447986936500044,-0.002902567049996995,-0.11457302177500242,-0.012323269925002205,0.0,0.2930421264250111,0.10943626492499144,-0.0028009257750117272,0.09224934137499662,0.0,0.2053652969750068,0.007267767474993287,-0.09758141722499684,-0.0027926459750023543
3ilk_A,137,0.005734518550000136,0.004301198150000066,0.004265296700000146,0.003728209350000023,0.005413840400000158,0.0044354947500000385,0.003812094699999942,0.005381953500000121,0.0038965816500000196,0.005130815550000048,0.0,-0.002867259275008449,0.2389762160499987,0.09631488859998774,-0.1963641556249959,0.0,-0.24327741419998822,-0.002706920199993064,-0.12187695195000371,-0.4050973880750036,0.0,-0.10058018529999538,0.11744145719999707,-0.0026909767499961623,-0.3028144547250099,0.0,0.19263594627500513,0.40128529337500535,0.29891787307500284,-0.0025654077749933868
3iml_A,138,0.03393068974999995,0.003718148499999841,0.004678348199999918,0.004773163799999943,0.005919122200000161,0.0035544202999999415,0.003823826200000021,0.005687086400000128,0.004387962199999939,0.0056388501500001294,0.0,-0.016965344875001336,-1.499695427949989,-1.70181774699999,-1.7481493101750005,0.0,1.495977279449983,-0.002959561100000681,-0.24068730844999903,-0.27007432237499834,0.0,1.6971393988000136,0.23713288815000447,-0.002843543199995249,-0.055987517424995456,0.0,1.7433761463750017,0.2662504961749895,0.05159955522500313,-0.0028194250749958055
3iqk_A,139,0.006201505400000193,0.005385358100000088,0.004876001499999975,0.004877263649999972,0.006013914150000202,0.00502991835000004,0.004941915849999986,0.005659365800000152,0.005152558000000049,0.005618524350000111,0.0,-0.003100752700010413,-0.05430266497498841,-0.5361618644999877,-0.5994301618249879,0.0,0.04891730687498439,-0.0030069570750090547,-0.5920196048499946,-0.6675177199750048,0.0,0.5312858629999939,0.5869896865000137,-0.002829682900004498,-0.13791572922500817,0.0,0.5945528981749986,0.6625758041249954,0.1327631712250004,-0.002809262174995519
3jxf_A,140,0.006790340600000103,0.0044650240500001565,0.004507396300000074,0.003768565850000047,0.006097924500000173,0.004599245850000143,0.003360996900000038,0.005894230800000148,0.00357771285,0.005778634100000127,0.0,-0.003395170300003904,-0.6482902499499941,-0.7972623895499751,-0.9027811454000063,0.0,0.6438252259000016,-0.003048962249990849,-0.21939718515001183,-0.5173424666000062,0.0,0.7927549932499837,0.21479793930000682,-0.0029471153999924508,-0.3644976087500103,0.0,0.8990125795500249,0.5139814696999985,0.3609198959000053,-0.002889317050003161
3jxg_A,141,0.005835618550000145,0.004955152300000148,0.00469803605000004,0.004857589000000121,0.005723092050000149,0.004777386700000026,0.004923391950000055,0.005633895450000132,0.00469085050000002,0.0056032981500001204,0.0,-0.002917809275002033,0.15262133902500766,0.08519071737502366,0.010214139525023752,0.0,-0.15757649132499704,-0.0028615460250047196,-0.07400066967500074,-0.13605185282499427,0.0,-0.08988875342500052,0.0692232829749739,-0.002816947725014713,-0.07202690327501063,0.0,-0.015071728524999063,0.1311284608749879,0.06733605277498851,-0.0028016490749962772
3jxh_C,142,0.005840508900000155,0.004792576550000143,0.004756953300000108,0.004614314350000104,0.00568301845000013,0.004954943150000051,0.00481558950000005,0.00560153100000009,0.004901030850000064,0.005549538600000106,0.0,-0.0029202544500043547,0.11743892597500037,0.20155199309998906,0.0691460056000024,0.0,-0.12223150252499336,-0.002841509224999702,0.07048110345000884,-0.039564246899984515,0.0,-0.20630894639999922,-0.0754360465999973,-0.0028007654999963978,-0.11252638659998976,0.0,-0.07376031994998326,0.03474865740000068,0.10762535575000189,-0.002774769300003064
3jyw_E,143,0.005982850150000101,0.004968096800000013,0.005113872550000037,0.004560406700000064,0.005866719200000145,0.004661634500000042,0.004543574500000095,0.00570845150000011,0.0043974337000001265,0.005631699050000126,0.0,-0.0029914250750096424,-0.29523462690000907,-0.7322738953999962,-0.8272221532750001,0.0,0.2902665301000134,-0.002933359599985339,-0.4408269928500062,-0.5269967467749996,0.0,0.7271600228499873,0.43616535835000747,-0.0028542257500064235,-0.1289300740250021,0.0,0.8226617465750069,0.522453172274979,0.12453264032499095,-0.0028158495249864086
3k34_A,144,0.006435911800000208,0.005408719350000082,0.004845574099999889,0.004919059399999971,0.005813349200000156,0.004996350149999977,0.005106138250000068,0.005707854150000163,0.004960882449999999,0.0056593618500001336,0.0,-0.0032179558999754737,-0.10122678364999117,-0.6610155477249985,-0.7223113875750153,0.0,0.09581806429998305,-0.0029066746000108727,-0.5624798018750049,-0.6730019841249979,0.0,0.656169973624992,0.5574834517250074,-0.0028539270750065847,-0.1428465758249846,0.0,0.7173923281749938,0.6678958458749918,0.1378856933749877,-0.002829680925011799
3kkx_A,145,0.006135957050000188,0.0054449168500001035,0.005057950750000039,0.00478553975000005,0.005992401800000199,0.0051831148499999905,0.004931713650000075,0.005851944300000143,0.00486205030000005,0.005576797750000143,0.0,-0.0030679785249836857,-0.23215608595000106,-0.5321398382499912,-0.5327007210250052,0.0,0.22671116910003405,-0.0029962008999922882,-0.388524185800012,-0.39880292057501626,0.0,0.5270818875000078,0.38334107095000847,-0.002925972150000636,-0.0865036348250026,0.0,0.5279151812749997,0.39387120692499855,0.08164158452500524,-0.0027883988749976725
3kld_B,146,0.005943152600000133,0.0053106346000001085,0.0048850025000000226,0.004363774950000086,0.005706831700000123,0.004930195400000065,0.004331535250000116,0.005689516800000132,0.003887387150000011,0.005627165350000128,0.0,-0.0029715763000019643,0.3296030275499908,0.13433659639999163,-0.11695767037498601,0.0,-0.334913662149991,-0.0028534158499829115,-0.13896521280000051,-0.3801169072249895,0.0,-0.13922159889999713,0.13403501740001325,-0.0028447584000066035,-0.23824572502499922,0.0,0.11259389542499222,0.3757853719749944,0.2343583378749999,-0.0028135826749908148
3knu_A,147,0.006024115450000174,0.005204095400000113,0.005112024750000062,0.005127988700000102,0.0057764787000001445,0.0046487135500000625,0.004670078600000056,0.005597968500000106,0.004825678750000077,0.005584396350000111,0.0,-0.0030120577249948977,-0.3872435861500058,-0.44598693580001436,0.05435305762500426,0.0,0.3820394907499895,-0.002888239350000354,-0.15355372490001357,0.33799140632498936,0.0,0.4408749110500054,0.14890501135001039,-0.00279898425000254,0.37259593607500324,0.0,-0.05948104632498738,-0.34266148492499476,-0.3774216148249932,-0.0027921981749966748
3kon_A,148,0.006136615200000161,0.00530321864999998,0.005122996599999972,0.00498228595000004,0.006008783700000209,0.0051501924999999855,0.005001384550000021,0.0056716457500001205,0.005163336900000023,0.005557714550000117,0.0,-0.00306830760000571,-0.22503589989998088,-0.6585999569250084,-0.617511205524991,0.0,0.2197326812499917,-0.0030043918499925108,-0.49046095792500427,-0.4934804953250017,0.0,0.6534769603249818,0.4853107654249888,-0.0028358228749854253,-0.026925842175009422,0.0,0.6125289195749892,0.4884791107749876,0.0217625052749989,-0.002778857274996186
3kty_A,149,0.005623083400000086,0.0046977751000001,0.004771030350000083,0.004568956000000023,0.005446425200000083,0.004572995750000053,0.004513824300000022,0.005248381950000081,0.004579992100000017,0.005083631450000032,0.0,-0.002811541699980052,0.48322510269997965,0.5203392888249914,0.38744359582499716,0.0,-0.4879228778000077,-0.002723212599999273,-0.006281923875003219,-0.018732009974993295,0.0,-0.5251103191749964,0.0017089281250014744,-0.002624190974992706,-0.04855620367500148,0.0,-0.3920125518249871,0.014218185675003664,0.043976211575004066,-0.0025418157249946964
3kw2_A,150,0.009330914300000251,0.004585825749999982,0.004355614699999982,0.0043642409000000295,0.005343716500000097,0.004030799250000011,0.003996028250000022,0.00526662960000009,0.0037182728000000075,0.005192543500000069,0.0,-0.004665457149998452,-0.07358910354999675,-0.3598072033999855,-0.49820820169999697,0.0,0.06900327779999647,-0.0026718582500062996,-0.27399025519999465,-0.40312792239999995,0.0,0.3554515887000002,0.26995945595000376,-0.002633314799995099,-0.11978551349999982,0.0,0.4938439608000074,0.39913189415000566,0.11606724069999276,-0.002596271750001109
3ky7_A,151,0.0058864714000001804,0.005083833700000117,0.004915125500000118,0.004497716350000096,0.005346070950000104,0.004678931550000088,0.0042830753000000525,0.005298869450000083,0.0041139724000000665,0.005192615900000115,0.0,-0.0029432356999932996,0.5603360680250038,0.4883213224750022,0.38430268574999676,0.0,-0.5654199017249946,-0.0026730354749972965,-0.051616353124997946,-0.1105039360499864,0.0,-0.49323644797499516,0.04693742157500619,-0.002649434724997759,-0.08323608065000353,0.0,-0.3888004020999928,0.10622086075000084,0.07912210825000239,-0.0025963079499997255
3kzc_A,152,0.008827118800000294,0.004689544250000046,0.004547541350000024,0.0043266823999999465,0.00577845815000015,0.005066369399999964,0.0048035243999999455,0.005562652800000108,0.00486061194999997,0.005510870900000072,-4.440892098500626e-16,-0.004413559399998119,-0.23743745767498384,0.010172473050004335,-0.14606078860000102,0.0,0.23274791342498805,-0.0028892290750034077,0.06882106264999352,-0.09893039064999294,4.440892098500626e-16,-0.014720014399989968,-0.07388743204998922,-0.0027813264000007324,-0.18125212209999683,0.0,0.14173410620000548,0.0941268662500003,0.17639151014998905,-0.0027554354499928746
3kzk_A,153,0.006098698250000186,0.004853251100000052,0.004513169099999999,0.004599367350000044,0.0058218284500001355,0.0050920093499999255,0.005234229999999976,0.00556967285000007,0.005054953499999959,0.005559861150000071,0.0,-0.0030493491249935193,-1.2320455548749782,-1.409284751475021,-1.3971610720250127,0.0,1.2271923037749985,-0.0029109142250125114,-0.14874110407502322,-0.134162711474999,0.0,1.404771582374977,0.14364909472499782,-0.0027848364249886894,-0.030202637475008554,0.0,1.3925617046750123,0.12892848147499672,0.02514768397500275,-0.0027799305750279193
3kzm_A,154,0.006082642950000163,0.0048517629000000345,0.004714136150000091,0.0047193347500000815,0.005819016850000148,0.005194138199999946,0.005213342299999973,0.005642325400000083,0.005403005450000032,0.005577721350000099,0.0,-0.0030413214750026063,-0.854416508525004,-0.9931221289000061,-0.963041670675012,0.0,0.8495647456250369,-0.002909508425018504,-0.05810647324999933,-0.04724972477499622,0.0,0.9884079927500078,0.052912335050021284,-0.0028211626999797013,0.015513598074999479,0.0,0.9583223359249895,0.04203638247498663,-0.020916603525003307,-0.0027888606750071103
3kzn_A,155,0.006793840000000126,0.004576356600000068,0.004530780150000023,0.004269529299999975,0.005813434750000195,0.005339035900000012,0.005031826799999943,0.00562846640000009,0.005149940649999985,0.005582021050000076,0.0,-0.003396919999976424,-2.223508540824998,-2.188666617199992,-2.058912446725002,0.0,2.2189321842249954,-0.0029067173749996443,0.1050254235500077,0.1421024494749993,0.0,2.1841358370500212,-0.11036445945000939,-0.0028142332000066256,0.032721647574984886,0.0,2.0546429174250043,-0.1471342762749937,-0.03787158822499497,-0.0027910105249871267
3kzo_A,156,0.006084085100000144,0.00474925140000005,0.004700889450000005,0.0045811747500000945,0.0058259536000001555,0.005241523049999929,0.005269833050000021,0.005604333100000058,0.00521262609999998,0.005555251200000094,0.0,-0.003042042550011479,-1.3987438162499901,-1.6890614633499925,-1.6769308751499967,0.0,1.3939945648500018,-0.0029129768000107376,-0.32046186985001884,-0.2953814152499989,0.0,1.6843605739000183,0.3152203467999942,-0.0028021665500039257,-0.022734611850005495,0.0,1.6723497003999912,0.2901115822000024,0.01752198575000097,-0.002777625600010392
3l02_A,157,0.006093921850000106,0.00490445630000009,0.004832983499999999,0.004777108100000054,0.005885487250000183,0.005264427249999964,0.005258974850000021,0.005636136950000071,0.0053186733500000085,0.0055637916500000766,0.0,-0.003046960924989557,-1.4183455121749895,-1.709401938574983,-1.6382360859749998,0.0,1.4134410558750012,-0.0029427436250024273,-0.31114089382499716,-0.23416285977499668,0.0,1.7045689550750074,0.3058764665749843,-0.0028180684750007397,0.05754903227498578,0.0,1.6334589778749966,0.22890388492498834,-0.06286770562499992,-0.0027818958250013922
3l04_A,158,0.006111021350000134,0.004944523050000107,0.004797912250000024,0.004635339600000045,0.005948478750000197,0.005335669249999959,0.005178697799999989,0.005628301150000101,0.005151460699999981,0.00560271575000008,0.0,-0.003055510675014397,-1.121174556424998,-1.464701413724997,-1.4670234076749937,0.0,1.1162300333749973,-0.0029742393749937245,-0.34181542647500623,-0.341507592124991,0.0,1.4599035014750024,0.33647975722500895,-0.0028141505749968514,-0.05185121072500088,0.0,1.4623880680749912,0.3363288943250209,0.046699750025007654,-0.0028013578749945555
3l05_A,159,0.006086176450000119,0.004850010150000025,0.004818514700000036,0.004738999950000012,0.00586966915000015,0.005232966649999962,0.005303583399999994,0.0056532067500000924,0.0052768667000000135,0.005574069100000078,0.0,-0.0030430882249992703,-1.3453228155250063,-1.5166590896749979,-1.47253447465,0.0,1.3404728053749961,-0.002934834574991665,-0.0694403766749877,-0.0047390911000006405,0.0,1.5118405749750048,0.06420741002499751,-0.0028266033749986654,0.027008993650009545,0.0,1.467795474700003,-0.0005644923000186144,-0.03228586035000276,-0.0027870345500128537
3l06_A,160,0.006189913500000164,0.004934859100000035,0.004741710950000051,0.004729041300000074,0.005926115500000172,0.0052808401999999725,0.005292074150000042,0.0057905605000001265,0.005362587500000012,0.00558331485000009,0.0,-0.0030949567500076214,-1.6750296610499933,-1.9375494455500273,-1.8290689920750025,0.0,1.6700948019499937,-0.002963057749989299,-0.3076899310500288,-0.18750885767501332,0.0,1.9328077345999979,0.30240909085000567,-0.0028952802500215747,0.12099107267500088,0.0,1.824339950775009,0.1822167835249967,-0.12635366017500116,-0.0027916574249919526
3l8u_A,161,0.008525484900000243,0.003014618100000047,0.0028651452500000948,0.002852316800000097,0.0062526251000001535,0.00232205484999997,0.0032029848999999785,0.0058583385000002056,0.003255033050000019,0.005307601150000138,0.0,-0.0042627424500097455,-0.6963834897499822,-0.641543331000014,-0.7627623934249965,0.0,0.6933688716499958,-0.003126312550003658,-0.1749109893000041,-0.055803116825004204,0.0,0.6386781857499985,0.1725889344500025,-0.0029291692500022187,-0.07485453377500008,0.0,0.7599100766250002,0.05260013192499352,0.0715995007249949,-0.00265380057499545
3m1q_A,162,0.006103697800000201,0.005523559650000061,0.005020022349999957,0.004852078900000027,0.0060447931000002,0.005085109899999979,0.0049523187000000074,0.00567904515000015,0.005101520050000107,0.00560887310000013,0.0,-0.0030518489000170555,-0.2616457137500016,-0.7591242594249988,-0.7609363981999884,0.0,0.25612215410000194,-0.003022396550010122,-0.5500218620250032,-0.5895394088500119,0.0,0.7541042370749774,0.5449367521249925,-0.002839522574993614,-0.07378371400000024,0.0,0.7560843193000066,0.5845870901499987,0.06868219395000862,-0.0028044365500001557
3m2n_A,163,0.006080976900000149,0.005358319599999983,0.005033715149999971,0.004950990699999955,0.005915385450000187,0.005065590600000007,0.004977098450000029,0.005707791150000166,0.0050887749000000275,0.005676979700000128,0.0,-0.0030404884500032396,-0.3827219452250098,-0.6092924323750072,-0.6567472288000067,0.0,0.37736362562499126,-0.0029576927249912715,-0.3008622627749779,-0.36975808950000033,0.0,0.6042587172249969,0.2957966721749929,-0.0028538955750055488,-0.13667558310000236,0.0,0.6517962380999925,0.3647809910500098,0.13158680819998544,-0.0028384898499895675
3m3x_A,164,0.0061920088500002106,0.005481899550000076,0.005029968399999979,0.00491247834999994,0.005909008300000173,0.005037437449999973,0.004998598599999957,0.005671433250000158,0.005241782200000061,0.005635635400000115,0.0,-0.00309600442499486,-0.0015355210999878244,-0.6286022772250116,-0.6324765616000125,0.0,-0.003946378449988613,-0.0029545041499889706,-0.6535558571750045,-0.6612111040000017,0.0,0.6235723088249965,0.6485184197249995,-0.002835716625000291,-0.04475174024999565,0.0,0.6275640832499761,0.6562125054000032,0.03950995804998931,-0.002817817700006519
3m40_A,165,0.006164277650000193,0.005541751400000045,0.005061548749999902,0.004929022599999918,0.005945643600000156,0.005067815099999968,0.004931688949999963,0.005655285800000151,0.005233521050000083,0.005631881550000129,0.0,-0.0030821388249953714,-0.2724400816499964,-0.5814251781499842,-0.668448294174988,0.0,0.26689833025001697,-0.0029728217999927856,-0.40228277140000784,-0.5017513018750026,0.0,0.5763636294000133,0.3972149562999971,-0.0028276429000070867,-0.16471679727501198,0.0,0.6635192715750081,0.49681961292499555,0.15948327622499092,-0.0028159407750072427
3m4j_A,166,0.0061017555500001595,0.004952579000000073,0.004871355550000043,0.0045992316500000205,0.005787584250000163,0.0052814238999999655,0.0051350385999999575,0.005597521000000064,0.005221670300000019,0.005585130200000076,0.0,-0.0030508777749993134,-1.0459349166749945,-1.174747807299992,-1.240243987300014,0.0,1.0409823376750005,-0.002893792124984845,-0.10220622024998428,-0.12878856485000903,0.0,1.169876451749979,0.09692479635000456,-0.0027987604999842315,-0.094680351599995,0.0,1.2356447556499945,0.12365352624999874,0.08945868130000277,-0.002792565099996657
3m4n_A,167,0.0061349178500001164,0.004780698900000009,0.0046496180000000316,0.004497789200000028,0.005864126650000199,0.005214983399999992,0.005112169199999997,0.005589029300000079,0.005125995800000054,0.005554045050000069,0.0,-0.003067458925004279,-1.3597611656749962,-1.6044182324500154,-1.481595330974995,0.0,1.3549804667749736,-0.002932063325014713,-0.20540671135001295,-0.06975457452499043,0.0,1.5997686144499992,0.20019172795000245,-0.002794514650002559,0.11543507202499452,0.0,1.477097541775028,0.06464240532501578,-0.12056106782499491,-0.002777022524998305
3m5c_A,168,0.006161446750000142,0.004776293550000012,0.004679994700000039,0.004372078100000018,0.005835882900000184,0.005361994200000009,0.005113667199999956,0.005586604750000089,0.005172830850000025,0.005559356800000083,0.0,-0.003080723375004358,-1.508658569750007,-1.7316754291249994,-1.678390406650005,0.0,1.5038822761999955,-0.0029179414499937513,-0.12103482362497278,-0.10272536469999466,0.0,1.7269954344250193,0.11567282942501161,-0.0027933023749930224,-0.0032925861000024374,0.0,1.6740183285499892,0.09761169749999285,-0.0018802447500101997,-0.0027796783999881895
3m5d_A,169,0.006077100100000163,0.004937849050000072,0.004794478650000043,0.004464001700000065,0.005887061100000163,0.005197292599999942,0.004949612449999966,0.005576019600000082,0.005086183050000053,0.005558101650000077,0.0,-0.003038550049998744,-1.3095388039499858,-1.2735398149499975,-1.3269184835249757,0.0,1.304600954900006,-0.002943530549999983,0.08801794095000863,-0.016164808375006917,0.0,1.2687453362999859,-0.09321523355002191,-0.0027880097999963887,-0.15084869067499465,0.0,1.322454481824996,0.0112151959250079,0.1457625076250234,-0.002779050824981259
3m5e_A,170,0.006132200400000169,0.005442455850000052,0.005138219899999998,0.004892889099999921,0.005871052250000155,0.005178828799999992,0.0051696887499999905,0.005692578400000171,0.005147912950000054,0.005665511500000143,0.0,-0.0030661002000173226,-0.07375541892501168,-0.5858340437000347,-0.7342296474000115,0.0,0.06831296307499511,-0.0029355261249946604,-0.5233842858000073,-0.7145897622499927,0.0,0.5806958237999773,0.5182054570000032,-0.0028462892000069985,-0.2453816489499992,0.0,0.7293367582999929,0.7094200734999946,0.2402337359999876,-0.00283275574999917
3m67_A,171,0.006240829900000215,0.005527925000000041,0.005050138449999899,0.004964448599999902,0.005912828200000165,0.004999112699999962,0.004913057849999905,0.005645051850000122,0.005076866500000026,0.005630279200000127,0.0,-0.0031204149499785326,0.016931341950023552,-0.47800345062498645,-0.5128830004499991,0.0,-0.022459266949981415,-0.002956414099991294,-0.6099322867250093,-0.6006821699000096,0.0,0.4729533121749982,0.6049331740250005,-0.002822525924995565,-0.035465654900000164,0.0,0.5079185518500035,0.5957691120500042,0.030388788400000408,-0.0028151396000081056
3m96_A,172,0.006264285150000186,0.0055560319500001076,0.005020942349999955,0.004721170249999959,0.005938649350000194,0.004997527949999917,0.004732311349999979,0.005656173900000128,0.004995515900000036,0.005626513650000124,0.0,-0.003132142575006085,-0.0020280384750086537,-0.6022953873000081,-0.7168295733249944,0.0,-0.003527993475016159,-0.0029693246750202456,-0.6064051375000178,-0.7143636937250085,0.0,0.5972744449500079,0.6014076095500068,-0.0028280869499887904,-0.17271514792499867,0.0,0.7121084030750207,0.7096313823750086,0.1677196320250036,-0.002813256824991104
3m98_A,173,0.0061931468000001825,0.0053900167500000595,0.005004934549999987,0.004859012149999949,0.005904697600000188,0.004977394599999942,0.004943300899999942,0.00571087470000015,0.004958839849999976,0.005636476750000111,0.0,-0.0030965733999877084,-0.03761788539999269,-0.6780599254499802,-0.6328517452749786,0.0,0.03222786864999534,-0.0029523488000057635,-0.623838784549996,-0.587159544275007,0.0,0.6730549908999997,0.6188613899500129,-0.0028554373500015292,-0.012703759574998736,0.0,0.6279927331249986,0.5822162433749892,0.0077449197250024325,-0.00281823837499405
3mhc_A,174,0.00625851625000018,0.005377513849999994,0.005182745300000034,0.004990533600000033,0.005933478900000179,0.005088991199999958,0.005099117400000023,0.0056747851500001485,0.005149570900000054,0.0056100397500000905,0.0,-0.003129258124990618,-0.2060229016999874,-0.5422603060749919,-0.6014366640750098,0.0,0.20064538784999425,-0.0029667394499979546,-0.34177841932501385,-0.4170933858750008,0.0,0.5370775607749932,0.3366894281249935,-0.002837392575008221,-0.13241775097499328,0.0,0.5964461304749975,0.41199426847499243,0.1272681800749927,-0.002805019874994528
3mhl_A,175,0.006216976800000185,0.00508520535000008,0.00459389749999995,0.0047585227000000434,0.005841688700000184,0.004598209750000024,0.004607577750000021,0.005695741000000124,0.004667771999999981,0.00563879345000013,0.0,-0.003108488399993703,0.15679207960001637,-0.6552561168499861,-0.6053089779250036,0.0,-0.16187728494998554,-0.0029208443499927667,-0.820671033400003,-0.7506366533250063,0.0,0.6506622193499894,0.816072823649995,-0.002847870500001353,0.05663428757498474,0.0,0.6005504552250033,0.7460290755749976,-0.061302059574994655,-0.0028193967250012375
3mhm_A,176,0.006126154000000194,0.005347410250000048,0.0050246512000000155,0.004833280850000015,0.005896480600000191,0.0051273870499999735,0.0049740541499999884,0.005735953100000162,0.00507481325000005,0.005624569850000125,0.0,-0.0030630770000018895,-0.2203551529999874,-0.7835693313499971,-0.7054577187250091,0.0,0.21500774274998755,-0.002948240299988142,-0.6084083168500184,-0.5817954696750051,0.0,0.7785446801500024,0.6032809298000078,-0.002867976550007848,-0.045727714524994245,0.0,0.7006244378750213,0.576821415525009,0.04065290127500263,-0.0028122849249892137
3ml2_A,177,0.006215442400000193,0.005166955250000014,0.004884530649999971,0.004877364900000028,0.005875967800000203,0.005015317449999989,0.004968475899999991,0.00568060920000013,0.005249476500000083,0.005642901050000123,0.0,-0.0031077211999981126,-0.021011999549987167,-0.735403852999999,-0.7688966858749797,0.0,0.015845044299985105,-0.0029379839000007084,-0.764355241699983,-0.7445108102250033,0.0,0.7305193223500067,0.7593399242499883,-0.002840304599989854,-0.006055477725002259,0.0,0.7640193209750031,0.7395423343250147,0.0008060012249891325,-0.002821450525004471
3ml5_A,178,0.006068046350000169,0.00543257035000009,0.004436596350000064,0.0041816288500001195,0.005811511300000171,0.004318706200000051,0.004135841250000122,0.005763340350000156,0.003306797250000049,0.005730918000000137,0.0,-0.003034023174963082,-0.19751412795001275,-0.6949851000749904,-0.8427219231500042,0.0,0.19208155759998893,-0.0029057556499781,-0.5214599807250099,-0.7094776832999928,0.0,0.6905485037250025,0.5171412745249928,-0.0028816701749897478,-0.1754318452500005,0.0,0.8385402943000001,0.7053418420500002,0.17212504799999384,-0.0028654590000147416
3mnu_A,179,0.006266730350000189,0.005597989450000125,0.005000602599999951,0.0049986863999999815,0.005950350450000159,0.005068498799999995,0.004994246399999995,0.005761453850000151,0.005364137150000127,0.005716567950000151,0.0,-0.003133365175001816,-0.07587198317499946,-0.8369550961750132,-0.7629171120750037,0.0,0.07027399372498502,-0.0029751752249904577,-0.8282554259250203,-0.7452764068250235,0.0,0.8319544935749976,0.8231869271249731,-0.0028807269250072866,0.06454074177497739,0.0,0.7579184256750108,0.740282160424996,-0.06990487892500584,-0.0028582839749955336
3myq_A,180,0.006173742650000184,0.005072471100000028,0.0050195063000000525,0.004862370000000005,0.005894290150000157,0.004612852799999954,0.004638618500000022,0.00564854960000014,0.004898958549999997,0.005610340100000123,0.0,-0.0030868713250034757,-0.15503674792501382,-0.42764717134999164,-0.5562948055000073,0.0,0.14996427682499824,-0.002947145075003522,-0.3014420268500134,-0.43169864284999626,0.0,0.42262766505001625,0.29682917405002496,-0.0028242748000129624,-0.18654234569999795,0.0,0.5514324354999992,0.42706002434999013,0.18164338714999897,-0.0028051700499850626
3n0n_A,181,0.006367253150000216,0.005365389749999999,0.004910795799999991,0.004884461500000011,0.005858019700000177,0.004888393199999967,0.005004195400000006,0.005658474750000145,0.004793334500000006,0.0055937210500001085,0.0,-0.003183626574992926,-0.1415957146999949,-0.45211744722501507,-0.6917291283750014,0.0,0.1362303249499985,-0.0029290098499927877,-0.35364226257498754,-0.6139951123249835,0.0,0.44720665142499977,0.3487538693750033,-0.002829237375011521,-0.3109879695249896,0.0,0.686844666875002,0.6089909169250123,0.3061946350250101,-0.002796860525003277
3n4j_A,182,0.007126927000000132,0.004489691750000122,0.00389326000000007,0.003380784950000053,0.005846736250000181,0.004538302900000076,0.0042311617500000644,0.005134932450000163,0.0041559513000000445,0.004905500900000145,0.0,-0.003563463499998864,-0.9265320403249984,-0.9563262482749889,-1.276215976599999,0.0,0.9220423485749997,-0.002923368124991934,-0.1676635062249925,-0.7936749626499856,0.0,0.9524329882750002,0.16312520332500272,-0.002567466224997404,-0.6018028769499901,0.0,1.2728351916499965,0.7894438009000021,0.5976469256500109,-0.002452750450003153
